runID,stimulus,rxnTime,sessionNum,LED,target,RH,LH,RM,LM,NG,Spout_1,Spout_2,latency
17.0,2.828427,695.0,1.0,False,0.0,False,True,False,False,False,0.44,0.0,4.0
17.0,2.0,913.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,207.0
17.0,32.0,695.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,261.0
17.0,2.828427,962.0,1.0,False,0.0,False,True,False,False,False,0.4533333333333333,0.52,7.0
17.0,22.627417,792.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,350.0
17.0,2.0,962.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,235.0
17.0,2.828427,790.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,147.0
17.0,22.627417,893.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,313.0
18.0,22.627417,739.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,93.0
18.0,32.0,838.0,1.0,False,1.0,False,False,True,False,False,0.0,1.0,0.0
18.0,32.0,814.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,190.0
18.0,22.627417,785.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,148.0
18.0,32.0,860.0,1.0,False,1.0,True,False,False,False,False,0.0,0.3466666666666667,0.0
18.0,22.627417,781.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,281.0
18.0,22.627417,865.0,1.0,False,1.0,True,False,False,False,False,0.2,0.4666666666666667,0.0
18.0,32.0,771.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,135.0
18.0,22.627417,921.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,89.0
18.0,32.0,774.0,1.0,False,1.0,False,False,True,False,False,0.013333333333333334,0.06666666666666667,0.0
18.0,22.627417,922.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,652.0
18.0,32.0,713.0,1.0,False,1.0,True,False,False,False,False,0.0,0.41333333333333333,0.0
18.0,22.627417,1259.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,553.0
18.0,32.0,770.0,1.0,False,1.0,True,False,False,False,False,0.0,0.4533333333333333,43.0
18.0,32.0,967.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,98.0
18.0,22.627417,807.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,154.0
18.0,22.627417,775.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,140.0
19.0,2.828427,929.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,215.0
19.0,32.0,1208.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,716.0
19.0,2.0,847.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,529.0
19.0,22.627417,806.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,164.0
19.0,2.0,921.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,343.0
19.0,32.0,1762.0,1.0,False,1.0,False,False,True,False,False,0.0,0.30666666666666664,0.0
19.0,2.828427,821.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,363.0
19.0,22.627417,786.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,147.0
19.0,2.828427,816.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,779.0
